Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Birth Month,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Claire Leroy,France,32,165,67,F,3/9/1980,3,Nantes (FRA),0,0,0,0,Sailing,Women's Elliott 6m
Tamsin Hinchley,Australia,32,193,74,F,3/10/1980,3,,0,0,0,0,Beach Volleyball,Women's Beach Volleyball
Naranbaatar Bayaraa,Mongolia,32,163,55,M,3/11/1980,3,DORNOD PROVINCE (MGL),0,0,0,0,Wrestling,Men's 55kg Freestyle
Blaza Klemencic,Slovenia,32,172,55,F,3/11/1980,3,Kranj (SLO),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Beata Naigambo,Namibia,32,160,48,F,3/11/1980,3,OILAGATI (NAM),0,0,0,0,Athletics,Women's Marathon
Mateja Simic,Slovenia,32,169,58,F,3/11/1980,3,Ljubljana (SLO),0,0,0,0,Triathlon,Women's Triathlon
Becky Holliday,United States of America,32,160,54,F,3/12/1980,3,Sacramento (USA),0,0,0,0,Athletics,Women's Pole Vault
Ivan Stevic,Serbia,32,172,68,M,3/12/1980,3,Beograd (SRB),0,0,0,0,Cycling - Road,Men's Road Race
Andrei Kazak,Belarus,32,178,100,M,3/13/1980,3,MOLODIA (UKR),0,0,0,0,Shooting,Men's 50m Pistol
Manthos Voulgarakis,Greece,32,188,104,M,3/14/1980,3,CHANIA (GRE),0,0,0,0,Water Polo,Men's Water Polo
Sergji Rysenko,Ukraine,32,174,62,M,3/15/1980,3,LUGANSK (UKR),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Martin Verner,Czech Republic,32,194,90,M,3/15/1980,3,Domazlice (CZE),0,0,0,0,Swimming,Men's 100m Freestyle
Ahmed Barki,Morocco,32,,,M,3/16/1980,3,HAY HASSANI (MAR),0,0,0,0,Boxing,Men's Light Heavy (81kg)
Ivana Jelcic,Croatia,32,180,72,F,3/16/1980,3,,0,0,0,0,Handball,Women's Handball
Bahri Tanrikulu,Turkey,32,183,,M,3/16/1980,3,Ankara (TUR),0,0,0,0,Taekwondo,Men's +80kg
Michal Jelinski,Poland,32,194,92,M,3/17/1980,3,,0,0,0,0,Rowing,Men's Quadruple Sculls
Harald Ambros,Austria,32,177,75,M,3/19/1980,3,Linz (AUT),0,0,0,0,Equestrian,"Individual Eventing, O-FELTIZ"
Lori Lindsey,United States of America,32,168,64,F,3/19/1980,3,,0,0,0,0,Football,Women's Football
Krista Guloien,Canada,32,177,75,F,3/20/1980,3,,0,1,0,1,Rowing,Women's Eight
Begona Fernandez Molinos,Spain,32,180,71,F,3/22/1980,3,,0,0,0,0,Handball,Women's Handball
Nikola Janovic,Montenegro,32,191,100,M,3/22/1980,3,KOTOR (MNE),0,0,0,0,Water Polo,Men's Water Polo
Adnan Taess Akkar,Iraq,32,165,78,M,3/24/1980,3,WASSIT (IRQ),0,0,0,0,Athletics,Men's 800m
Eddermys Sanchez,Belize,32,157,66,M,3/25/1980,3,Sancti Spiritus (CUB),0,0,0,0,Judo,Men's -66kg
Toni Cronk,Australia,32,170,60,F,3/27/1980,3,BANKSTOWN (AUS),0,0,0,0,Hockey,Women's Hockey
Kaeo Pongprayoon,Thailand,32,160,,M,3/28/1980,3,KAMPHAENG PHET (THA),0,0,0,0,Boxing,Men's Light Fly (49kg)
Karen Hanlen,New Zealand,32,177,63,F,3/28/1980,3,WHAKATANE (NZL),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Robert Archibald,Great Britain,32,212,115,M,3/29/1980,3,,0,0,0,0,Basketball,Men's Basketball
Catarina Camufal,Angola,32,168,67,F,3/30/1980,3,,0,0,0,0,Basketball,Women's Basketball
Katrine Lunde Haraldsen,Norway,32,181,,F,3/30/1980,3,,0,0,0,0,Handball,Women's Handball
Gideon Kliger,Israel,32,170,60,M,3/30/1980,3,PETACH TIQVA (ISR),0,0,0,0,Sailing,Men's 470
Karina Chenelle Leblanc,Canada,32,177,75,F,3/30/1980,3,,0,0,0,0,Football,Women's Football
Kristine Lunde-Borgersen,Norway,32,183,,F,3/30/1980,3,,0,0,0,0,Handball,Women's Handball
Ana Copado Amoros,Spain,32,180,70,F,3/31/1980,3,Terrassa (ESP),0,0,0,0,Water Polo,Women's Water Polo
Mike Kurt,Switzerland,32,182,78,M,4/2/1980,4,SUMISWALD (SUI),0,0,0,0,Canoe Slalom,Men's Kayak (K1)
Carlos Salcido,Mexico,32,175,70,M,4/2/1980,4,,0,0,0,0,Football,Men's Football
Johan Brunstrom,Sweden,32,193,89,M,4/3/1980,4,,0,0,0,0,Tennis,Men's Doubles
Mathieu Goubel,France,32,191,100,M,4/3/1980,4,,0,0,0,0,Canoe Sprint,"Men's Canoe Single (C1) 1000m, Men's Canoe Single (C1) 200m"
Rasmus Quist,Denmark,32,173,72,M,4/5/1980,4,,0,0,0,0,Rowing,Men's Lightweight Double Sculls
Brooke Pratley,Australia,32,191,75,F,4/6/1980,4,,0,1,0,1,Rowing,Women's Double Sculls
Isabel Guialo,Angola,32,168,65,F,4/8/1980,4,,0,0,0,0,Handball,Women's Handball
Aliaksandr Kikiniou,Belarus,32,177,74,M,4/9/1980,4,MORMAL (BLR),0,0,0,0,Wrestling,Men's 74kg Greco-Roman
Andy Ram,Israel,32,180,83,M,4/10/1980,4,,0,0,0,0,Tennis,Men's Doubles
Julio Alsogaray,Argentina,32,181,84,M,4/11/1980,4,SAN PEDRO,0,0,0,0,Sailing,Men's Laser
Annie Lush,Great Britain,32,178,77,F,4/11/1980,4,Poole (GBR),0,0,0,0,Sailing,Women's Elliott 6m
Eglys Yahima de la Cruz,Cuba,32,,,F,4/12/1980,4,Sancti Spiritus (CUB),0,0,0,0,Shooting,"Women's 10m Air Rifle, Women's 50m Rifle 3 Positions"
Vagelis HIMONAS,Greece,32,180,82,M,4/12/1980,4,Stuttgart (GER),0,0,0,0,Sailing,Men's Laser
Rita Dravucz,Hungary,32,180,68,F,4/14/1980,4,Szolnok (HUN),0,0,0,0,Water Polo,Women's Water Polo
Volodymyr Pavlovskyi,Ukraine,32,197,90,M,4/14/1980,4,,0,0,0,0,Rowing,Men's Quadruple Sculls
Janusz Wojnarowicz,Poland,32,198,170,M,4/14/1980,4,TYCHY (POL),0,0,0,0,Judo,Men's +100kg
Lauryn Mark,Australia,32,168,52,F,4/15/1980,4,Los Gatos (USA),0,0,0,0,Shooting,Women's Skeet
Fanny Rinne,Germany,32,177,64,F,4/15/1980,4,Mannheim (GER),0,0,0,0,Hockey,Women's Hockey
Frank Schleck,Luxembourg,32,186,69,M,4/15/1980,4,Luxembourg (LUX),0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
Igors Kazakevics,Latvia,32,176,76,M,4/17/1980,4,VIETALVA PARISH (LAT),0,0,0,0,Athletics,Men's 50km Race Walk
Hyun Il Lee,Republic of Korea,32,176,67,M,4/17/1980,4,Seoul,0,0,0,0,Badminton,Men's Singles
Cameron Mckenzie-Mcharg,Australia,32,196,98,M,4/17/1980,4,,0,0,0,0,Rowing,Men's Eight
Brenda Villa,United States of America,32,163,79,F,4/18/1980,4,Los Angeles (USA),0,0,0,0,Water Polo,Women's Water Polo
Luigi Lodde,Italy,32,177,77,M,4/19/1980,4,SASSARI (ITA),0,0,0,0,Shooting,Men's Skeet
Martin Leiva,Argentina,32,210,112,M,4/23/1980,4,,0,0,0,0,Basketball,Men's Basketball
Phillip Burrows,New Zealand,32,182,78,M,4/25/1980,4,,0,0,0,0,Hockey,Men's Hockey
Angel David Rodriguez,Spain,32,178,73,M,4/25/1980,4,Madrid (ESP),0,0,0,0,Athletics,Men's 100m
Alejandro Valverde Belmonte,Spain,32,176,62,M,4/25/1980,4,Murcia (ESP),0,0,0,0,Cycling - Road,Men's Road Race
Bradley Wiggins,Great Britain,32,190,77,M,4/28/1980,4,Gent (BEL),1,0,0,1,"Cycling - Road, Cycling - Track","Men's Individual Time Trial, Men's Road Race"
Maribel Pineda,Venezuela,32,170,80,F,4/29/1980,4,Valencia (VEN),0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
Luis Scola,Argentina,32,206,108,M,4/30/1980,4,,0,0,0,0,Basketball,Men's Basketball
Ines Henriques,Portugal,32,156,46,F,5/1/1980,5,Santarém (POR),0,0,0,0,Athletics,Women's 20km Race Walk
Monika Ewa Michalik,Poland,32,167,63,F,5/2/1980,5,MIEDZYRZECZ (POL),0,0,0,0,Wrestling,Women's 63kg Freestyle
Reina-Flor Okori,France,32,175,64,F,5/2/1980,5,VINCENES (FRA),0,0,0,0,Athletics,Women's 100m Hurdles
Ana Carrascosa,Spain,32,158,52,F,5/6/1980,5,Valencia (ESP),0,0,0,0,Judo,Women's -52kg
Yukio Makino,Japan,32,184,73,M,5/6/1980,5,KIKUCHI (JPN),0,0,0,0,Sailing,Men's 49er
Adrian Crisan,Romania,32,185,86,M,5/7/1980,5,Bistrita,0,0,0,0,Table Tennis,Men's Singles
Steven Ferguson,New Zealand,32,194,92,M,5/8/1980,5,,0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 1000m
Ruslan Kudayev,Uzbekistan,32,180,75,M,5/8/1980,5,,0,0,0,0,Fencing,Men's Individual Epee
Ricardo Santos,Brazil,32,183,74,M,5/8/1980,5,Rio De Janeiro (BRA),0,0,0,0,Sailing,Men's RS-X
Kate Walsh,Great Britain,32,171,65,F,5/9/1980,5,Manchester (GBR),0,0,0,0,Hockey,Women's Hockey
Karoline Dyhre Breivang,Norway,32,172,,F,5/10/1980,5,,0,0,0,0,Handball,Women's Handball
Mayumi Kawasaki,Japan,32,167,52,F,5/10/1980,5,KASAMA (JPN),0,0,0,0,Athletics,Women's 20km Race Walk
Ralph Naef,Switzerland,32,175,66,M,5/10/1980,5,Kirchberg (SUI),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Nicolas Touzaint,France,32,174,60,M,5/10/1980,5,ANGERS (FRA),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, HILDAGO DE L'ILE"
Mary Whipple,United States of America,32,163,48,F,5/10/1980,5,,1,0,0,1,Rowing,Women's Eight
Olga Zabelinskaya,Russian Federation,32,175,61,F,5/10/1980,5,Leningrad (RUS),0,0,2,2,Cycling - Road,"Women's Individual Time Trial, Women's Road Race"
Yvonne Hijgenaar,Netherlands,32,171,68,F,5/15/1980,5,Alkmaar (NED),0,0,0,0,Cycling - Track,Women's Team Sprint
Nuria Llagostera Vives,Spain,32,156,53,F,5/16/1980,5,,0,0,0,0,Tennis,Women's Doubles
Michael Llodra,France,32,190,80,M,5/18/1980,5,,0,0,0,0,Tennis,Men's Doubles
Chris Meke Walasi,Solomon Islands,32,,,M,5/18/1980,5,Sulufou (SOL),0,0,0,0,Athletics,Men's 100m
Braexir Lemboumba,Gabon,32,165,,M,5/19/1980,5,LIBREVILLE (GAB),0,0,0,0,Boxing,Men's Bantam (56kg)
Gerhard Mayer,Austria,32,191,109,M,5/20/1980,5,Wien (AUT),0,0,0,0,Athletics,Men's Discus Throw
Robert Gunnarsson,Iceland,32,190,100,M,5/22/1980,5,,0,0,0,0,Handball,Men's Handball
Mickael Bourgain,France,32,181,77,M,5/28/1980,5,BOULOGNE,0,0,0,0,"Cycling - Road, Cycling - Track","Men's Road Race, Men's Keirin"
Kyeongha Moon,Republic of Korea,32,176,62,F,5/29/1980,5,,0,0,0,0,Handball,Women's Handball
Anton Ryakhov,Russian Federation,32,193,96,M,5/29/1980,5,Tashkent (),0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 1000m
Ilona Korstin,Russian Federation,32,182,70,F,5/30/1980,5,,0,0,0,0,Basketball,Women's Basketball
Yelena Sidorchenkova Orlova,Russian Federation,32,168,55,F,5/30/1980,5,Moscow (RUS),0,0,0,0,Athletics,Women's 3000m Steeplechase
Edith Bosch,Netherlands,32,183,70,F,5/31/1980,5,DEN HELDER (NED),0,0,1,1,Judo,Women's -70kg
Geisa Aparecida Coutinho,Brazil,32,,53,F,6/1/1980,6,Rio De Janeiro (BRA),0,0,0,0,Athletics,"Women's 400m, Women's 4 x 400m Relay"
Guilherme Giovannoni,Brazil,32,202,101,M,6/2/1980,6,,0,0,0,0,Basketball,Men's Basketball
Nacissela Mauricio,Angola,32,186,80,F,6/2/1980,6,,0,0,0,0,Basketball,Women's Basketball
Abby Wambach,United States of America,32,178,81,F,6/2/1980,6,,0,0,0,0,Football,Women's Football
Kum Ae An,Democratic People's Republic  of Korea,32,160,52,F,6/3/1980,6,Pyongyang (PRK),1,0,0,1,Judo,Women's -52kg
Mette Melgaard,Denmark,32,170,61,F,6/3/1980,6,,0,0,0,0,Handball,Women's Handball
Ioannis Tamouridis,Greece,32,180,74,M,6/3/1980,6,Thessaloniki (GRE),0,0,0,0,Cycling - Road,Men's Road Race
Pedro Nimo,Spain,32,182,60,M,6/5/1980,6,Santiago (ESP),0,0,0,0,Athletics,Men's Marathon
Alexandr Nikolaenko,Russian Federation,32,190,78,M,6/6/1980,6,Novosibirsk,0,0,0,0,Badminton,Mixed Doubles
Giacomo Pastorino,Italy,32,191,89,M,6/7/1980,6,Savona (ITA),0,0,0,0,Water Polo,Men's Water Polo
Sonia Bompastor,France,32,162,53,F,6/8/1980,6,,0,0,0,0,Football,Women's Football
Vania Silva,Portugal,32,173,80,F,6/8/1980,6,LEIRIA (POR),0,0,0,0,Athletics,Women's Hammer Throw
Nikolai Novosjolov,Estonia,32,191,90,M,6/9/1980,6,,0,0,0,0,Fencing,Men's Individual Epee
Yuegu Wang,Singapore,32,158,63,F,6/10/1980,6,Liaoning,0,0,0,0,Table Tennis,"Women's Singles, Women's Team"
Sabrina Filzmoser,Austria,32,173,57,F,6/12/1980,6,Wels (AUT),0,0,0,0,Judo,Women's -57kg
Jackson Quinonez,Spain,32,190,89,M,6/12/1980,6,Esmeraldas (ECU),0,0,0,0,Athletics,Men's 110m Hurdles
Alistair Ian Cragg,Ireland,32,183,61,M,6/13/1980,6,Johannesburg (RSA),0,0,0,0,Athletics,Men's 5000m
Christopher Kas,Germany,32,188,84,M,6/13/1980,6,,0,0,0,0,Tennis,"Men's Doubles, Mixed Doubles"
Juan-Carlos Navarro,Spain,32,191,80,M,6/13/1980,6,,0,0,0,0,Basketball,Men's Basketball
Nevriye Yilmaz,Turkey,32,194,85,F,6/16/1980,6,,0,0,0,0,Basketball,Women's Basketball
Caitriona Jennings,Ireland,32,163,53,F,6/17/1980,6,LETTERKENNY (IRL),0,0,0,0,Athletics,Women's Marathon
Sook-Ja Lee,Republic of Korea,32,175,58,F,6/17/1980,6,Incheon (KOR),0,0,0,0,Volleyball,Women's Volleyball
Elisa Rigaudo,Italy,32,168,55,F,6/17/1980,6,Cuneo (ITA),0,0,0,0,Athletics,Women's 20km Race Walk
Venus Williams,United States of America,32,185,75,F,6/17/1980,6,,0,0,0,0,Tennis,"Women's Singles, Women's Doubles"
Carlos Machado,Spain,32,174,70,M,6/18/1980,6,PRIEGO DE CORDOBA,0,0,0,0,Table Tennis,Men's Singles
Kay Matysik,Germany,32,191,88,M,6/18/1980,6,,0,0,0,0,Beach Volleyball,Men's Beach Volleyball
Craig Mottram,Australia,32,188,74,M,6/18/1980,6,Melbourne (AUS),0,0,0,0,Athletics,Men's 5000m
Fabio Ramella,Switzerland,32,160,65,M,6/18/1980,6,Schaffhausen (SUI),0,0,0,0,Shooting,Men's Skeet
Sean Rosenthal,United States of America,32,193,88,M,6/19/1980,6,,0,0,0,0,Beach Volleyball,Men's Beach Volleyball
Jongho Seo,Republic of Korea,32,178,75,M,6/20/1980,6,,0,0,0,0,Hockey,Men's Hockey
Vignir Svavarsson,Iceland,32,198,101,M,6/20/1980,6,,0,0,0,0,Handball,Men's Handball
Federico Kammerichs,Argentina,32,204,102,M,6/21/1980,6,,0,0,0,0,Basketball,Men's Basketball
Pablo Sebastian Portela,Argentina,32,190,98,M,6/21/1980,6,,0,0,0,0,Handball,Men's Handball
David Andersen,Australia,32,212,102,M,6/23/1980,6,,0,0,0,0,Basketball,Men's Basketball
Francesca Schiavone,Italy,32,166,65,F,6/23/1980,6,,0,0,0,0,Tennis,"Women's Singles, Women's Doubles"
Lyndal Oatley,Australia,32,176,61,F,6/27/1980,6,Sydney (AUS),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, SANDRO BOY"
Alexander Peya,Austria,32,182,82,M,6/27/1980,6,,0,0,0,0,Tennis,Men's Doubles
Adil Annani,Morocco,32,172,56,M,6/30/1980,6,OLD AMLOUL (MAR),0,0,0,0,Athletics,Men's Marathon
Nadezda Muravyeva,Russian Federation,32,185,78,F,6/30/1980,6,,0,0,0,0,Handball,Women's Handball
Pauline Frasca,Australia,32,180,75,F,7/1/1980,7,,0,0,0,0,Rowing,Women's Quadruple Sculls
Rachel Brown,Great Britain,32,168,66,F,7/2/1980,7,,0,0,0,0,Football,Women's Football
Alexander Petersson,Iceland,32,189,93,M,7/2/1980,7,,0,0,0,0,Handball,Men's Handball
Sonia Franquet,Spain,32,173,55,F,7/3/1980,7,ASCO (ESP),0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
Florian REICHSTAEDTER,Austria,32,180,71,M,7/3/1980,7,Wien (AUT),0,0,0,0,Sailing,Men's 470
Roland Schoeman,South Africa,32,190,84,M,7/3/1980,7,Pretoria (RSA),0,0,0,0,Swimming,"Men's 50m Freestyle, Men's 4x100m Freestyle Relay"
Enrique Llanos,Puerto Rico,32,,,M,7/5/1980,7,SAN JUAN (PUR),0,0,0,0,Athletics,Men's 110m Hurdles
Francisco Andrade,Portugal,32,172,77,M,7/6/1980,7,BRAZIL (BRA),0,0,0,0,Sailing,Men's 49er
Rehan Butt,Pakistan,32,,,M,7/6/1980,7,,0,0,0,0,Hockey,Men's Hockey
Pau Gasol,Spain,32,215,115,M,7/6/1980,7,,0,0,0,0,Basketball,Men's Basketball
Alejandra Benitez,Venezuela,32,162,58,F,7/7/1980,7,,0,0,0,0,Fencing,Women's Individual Sabre
Mariusz Fyrstenberg,Poland,32,190,79,M,7/8/1980,7,,0,0,0,0,Tennis,Men's Doubles
Natacha Rigobert,Mauritius,32,180,75,F,7/10/1980,7,,0,0,0,0,Beach Volleyball,Women's Beach Volleyball
Mathias Boe,Denmark,32,186,75,M,7/11/1980,7,FREDERIKSSUND,0,0,0,0,Badminton,Men's Doubles
Cesar de Cesare,Ecuador,32,190,95,M,7/12/1980,7,ARGENTINA (ARG),0,0,0,0,Canoe Sprint,Men's Kayak Single (K1) 200m
Tara Whitten,Canada,32,166,67,F,7/13/1980,7,Toronto (CAN),0,0,0,0,Cycling - Track,"Women's Omnium, Women's Team Pursuit"
Kenia Sinclair,Jamaica,32,170,58,F,7/14/1980,7,St Mary (JAM),0,0,0,0,Athletics,Women's 800m
Rafal Hejmej,Poland,32,187,90,M,7/15/1980,7,,0,0,0,0,Rowing,Men's Eight
Lindsey Berg,United States of America,32,173,77,F,7/16/1980,7,Honolulu (USA),0,0,0,0,Volleyball,Women's Volleyball
Svetlana Feofanova,Russian Federation,32,160,49,F,7/16/1980,7,Moscow (RUS),0,0,0,0,Athletics,Women's Pole Vault
Daniel Lopez Pinedo,Spain,32,191,87,M,7/16/1980,7,Barcelona (ESP),0,0,0,0,Water Polo,Men's Water Polo
Maria Alexandra Escobar Guerrero,Ecuador,32,158,57,F,7/17/1980,7,RIO VERDE,0,0,0,0,Weightlifting,Women's 58kg
Maya Lawrence,United States of America,32,170,64,F,7/17/1980,7,,0,0,0,0,Fencing,"Women's Individual Epee, Women's Team Epee"
Sergey Kucherov,Russian Federation,32,175,95,M,7/18/1980,7,Tula (RUS),0,0,0,0,Cycling - Track,Men's Team Sprint
Nikolaos Mavrommatis,Greece,32,165,80,M,7/19/1980,7,CHOLARGOS (GRE),0,0,0,0,Shooting,Men's Skeet
Scott Frandsen,Canada,32,188,86,M,7/21/1980,7,,0,0,0,0,Rowing,Men's Pair
Valerian Sauveplane,France,32,180,74,M,7/25/1980,7,Montpellier (FRA),0,0,0,0,Shooting,"Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
Elena Danilyuk-Nevmerzhytskaya,Belarus,32,164,56,F,7/27/1980,7,VALAVSK (BLR),0,0,0,0,Athletics,Women's 4 x 100m Relay
Ben Hawes,Great Britain,32,176,76,M,7/28/1980,7,,0,0,0,0,Hockey,Men's Hockey
Andrezey Jezierski,Ireland,32,172,78,M,7/28/1980,7,,0,0,0,0,Canoe Sprint,Men's Canoe Single (C1) 200m
Roberto Cammarelle,Italy,32,191,,M,7/30/1980,7,,0,0,0,0,Boxing,Men's Super Heavy (+91kg)
Amir Zargari,Islamic Republic of Iran,32,180,67,M,7/31/1980,7,KHOMEIN (IRI),0,0,0,0,Cycling - Road,Men's Road Race
Krisztina Fazekas,Hungary,32,173,64,F,8/1/1980,8,Budapest (HUN),0,0,0,0,Canoe Sprint,Women's Kayak Four (K4) 500m
Asjha Jones,United States of America,32,188,88,F,8/1/1980,8,,0,0,0,0,Basketball,Women's Basketball
Penelope Leprevost,France,32,175,55,F,8/1/1980,8,Rouen (FRA),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, MYLORD CARTHAGO"
Arismendy Peguero,Dominican Republic,32,180,80,M,8/2/1980,8,La Romana (DOM),0,0,0,0,Athletics,Men's 4 x 400m Relay
Yibo Ma,People's Republic of China,31,174,70,F,8/5/1980,8,Liaoning (CHN),0,0,0,0,Hockey,Women's Hockey
Rim Jouini,Tunisia,31,170,,F,8/7/1980,8,Tunis (TUN),0,0,0,0,Boxing,Women's Light (60kg)
Diana Lobacevske,Lithuania,31,175,61,F,8/7/1980,8,Vilnius (LTU),0,0,0,0,Athletics,Women's Marathon
Antonin Zalsky,Czech Republic,31,200,128,M,8/7/1980,8,Jilemnice (CZE),0,0,0,0,Athletics,Men's Shot Put
Luca Agamennoni,Italy,31,188,96,M,8/8/1980,8,,0,0,0,0,Rowing,Men's Four
Borut Bozic,Slovenia,31,178,70,M,8/8/1980,8,Ljubljana (SLO),0,0,0,0,Cycling - Road,Men's Road Race
Victor Sintes,France,31,169,62,M,8/8/1980,8,,0,0,0,0,Fencing,"Men's Individual Foil, Men's Team Foil"
Juan Martin Pereyra,Argentina,31,190,85,M,8/10/1980,8,Buenos Aires (ARG),0,0,0,0,Swimming,"Men's 400m Freestyle, Men's 1500m Freestyle"
Debora Oakley Gonzalez,Mexico,31,186,72,F,8/11/1980,8,,0,0,0,0,Rowing,Women's Single Sculls
Monika Pyrek,Poland,31,170,57,F,8/11/1980,8,Gdynia (POL),0,0,0,0,Athletics,Women's Pole Vault
Adam Steinmetz,Hungary,31,198,104,M,8/11/1980,8,,0,0,0,0,Water Polo,Men's Water Polo
Blair Hopping,New Zealand,31,182,83,M,8/12/1980,8,,0,0,0,0,Hockey,Men's Hockey
Nick Dempsey,Great Britain,31,180,70,M,8/13/1980,8,Norwich (GBR),0,0,0,0,Sailing,Men's RS-X
Helalia Johannes,Namibia,31,165,45,F,8/13/1980,8,OSHALI (NAM),0,0,0,0,Athletics,Women's Marathon
Sean O'NEILL,New Zealand,31,192,90,M,8/15/1980,8,,0,0,0,0,Rowing,Men's Four
Julien Absalon,France,31,180,68,M,8/16/1980,8,Remiremont (FRA),0,0,0,0,Cycling - Mountain Bike,Men's Cross-country
Mayelis Yesenia Caripa Castillo,Venezuela,31,140,48,F,8/16/1980,8,Valencia (VEN),0,0,0,0,Wrestling,Women's 48kg Freestyle
Radhouane Slimane,Tunisia,31,204,100,M,8/16/1980,8,,0,0,0,0,Basketball,Men's Basketball
Rashid Al-Athba,Qatar,31,180,104,M,8/18/1980,8,Qatar (QAT),0,0,0,0,Shooting,"Men's Trap, Men's Double Trap"
Janildes Fernandes Silva,Brazil,31,166,52,F,8/23/1980,8,SAO FELIX DO ARAGUAI (BRA),0,0,0,0,Cycling - Road,Women's Road Race
Nenad Vuckovic,Serbia,31,192,97,M,8/23/1980,8,,0,0,0,0,Handball,Men's Handball
Amine Rzig,Tunisia,31,198,95,M,8/25/1980,8,,0,0,0,0,Basketball,Men's Basketball
Sviatlana Kouhan,Belarus,31,163,51,F,8/26/1980,8,NEMANITSA (BLR),0,0,0,0,Athletics,Women's Marathon
Mangala Samarakoon,Sri Lanka,31,,,M,8/26/1980,8,NUWARA ELIYA (SRI),0,0,0,0,Shooting,"Men's 10m Air Rifle, Men's 50m Rifle Prone"
David Marcus,Canada,31,175,61,M,8/28/1980,8,Omaha (USA),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, CAPITAL"
Hector Hugo Zamarron Rangel,Mexico,31,173,63,M,8/29/1980,8,SALTILLO (MEX),0,0,0,0,Cycling - Road,Men's Road Race
Duk-Jun Lim,Republic of Korea,31,186,78,M,8/30/1980,8,,0,0,0,0,Handball,Men's Handball
Samuel Beltz,Australia,31,180,70,M,8/31/1980,8,,0,0,0,0,Rowing,Men's Lightweight Four
Ryan Archibald,New Zealand,31,186,78,M,9/1/1980,9,,0,0,0,0,Hockey,Men's Hockey
Francisco Javier Alves,Spain,31,182,66,M,9/2/1980,9,CACERES (ESP),0,0,0,0,Athletics,Men's 5000m
Simone Kuhn,Switzerland,31,185,74,F,9/2/1980,9,,0,0,0,0,Beach Volleyball,Women's Beach Volleyball
Nicolae Diaconu,Romania,31,180,88,M,9/4/1980,9,ORADEA (ROU),0,0,0,0,Water Polo,Men's Water Polo
Clemens Doppler,Austria,31,200,85,M,9/6/1980,9,,0,0,0,0,Beach Volleyball,Men's Beach Volleyball
Rikke Skov,Denmark,31,181,73,F,9/7/1980,9,,0,0,0,0,Handball,Women's Handball
Gregory Wathelet,Belgium,31,190,85,M,9/10/1980,9,HUY (BEL),0,0,0,0,Equestrian,"Individual Jumping, Team Jumping, CADJANINE Z"
Takayuki Yumira,Japan,31,172,66,M,9/10/1980,9,ARAKAWA (JPN),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, LATINA"
Cyril Graff,France,31,168,65,M,9/11/1980,9,NANCY (FRA),0,0,0,0,Shooting,"Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions"
Nanthana Komwong,Thailand,31,158,51,F,9/13/1980,9,LAMPANG (THA),0,0,0,0,Table Tennis,Women's Singles
Gil Ok Jung,Republic of Korea,31,168,53,F,9/15/1980,9,,0,0,1,1,Fencing,"Women's Individual Foil, Women's Team Foil"
Lukas Melich,Czech Republic,31,186,110,M,9/16/1980,9,Jilemnice (CZE),0,0,0,0,Athletics,Men's Hammer Throw
Brent Mcmahon,Canada,31,178,64,M,9/17/1980,9,Kelowna (CAN),0,0,0,0,Triathlon,Men's Triathlon
Frances Houghton,Great Britain,31,193,81,F,9/19/1980,9,,0,0,0,0,Rowing,Women's Quadruple Sculls
Miroslava Knapkova,Czech Republic,31,181,69,F,9/19/1980,9,,0,0,0,0,Rowing,Women's Single Sculls
Gustav Larsson,Sweden,31,194,80,M,9/20/1980,9,OJA (SWE),0,0,0,0,Cycling - Road,"Men's Individual Time Trial, Men's Road Race"
Kateryna Palekha,Ukraine,31,168,63,F,9/20/1980,9,Lviv,0,0,0,0,Archery,"Women's Individual, Women's Team"
Igor Vori,Croatia,31,203,114,M,9/20/1980,9,,0,0,0,0,Handball,Men's Handball
Andja Jelavic,Croatia,31,172,63,F,9/21/1980,9,,0,0,0,0,Basketball,Women's Basketball
Neide Barbosa,Angola,31,178,78,F,9/23/1980,9,,0,0,0,0,Handball,Women's Handball
Tom Solesbury,Great Britain,31,199,97,M,9/23/1980,9,,0,0,0,0,Rowing,Men's Quadruple Sculls
Sizwe Ndlovu,South Africa,31,185,72,M,9/24/1980,9,,1,0,0,1,Rowing,Men's Lightweight Four
